Annotations,Path,Manuscript,Description,label,id,saint,prophet,king
"['initiale historiee', 'lettre s', 'ps 068 (69) texte', 'scene biblique', 'ps 068 (69), 02-03', 'david', 'roi', 'dans les eaux', 'transparence', 'a mi-corps', 'de trois-quarts', 'couronne', 'aureole', 'nu', 'tete levee', 'mains jointes', 'priere']",1357420.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",david dans les eaux du desespoir,['king'],['1357420'],0,0,1
"['initiale historiee', 'lettre c', 'prov prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'barbe', 'chapeau de cardinal', 'capuchon', 'froc']",1357429.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357429'],1,0,0
"['initiale historiee', 'lettre p', 'prov texte', 'scene biblique', 'salomon', 'enseignant', 'roi', 'a mi-corps', 'de trois-quarts', 'couronne', 'barbe', 'fourrure', 'regard']",1357430.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",salomon enseignant (a preciser),['king'],['1357430'],0,0,1
"['initiale historiee', 'lettre m', 'eccl prol texte', 'figure', 'saint jerome', 'auteur', 'assis', 'de trois-quarts', 'barbe', 'chapeau de cardinal']",1357432.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357432'],1,0,0
"['initiale historiee', 'lettre u', 'eccl texte', 'figure biblique', 'salomon', 'roi', 'en buste', 'de trois-quarts', 'couronne', 'fourrure']",1357532.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",salomon roi,['king'],['1357532'],0,0,1
"['initiale historiee', 'lettre m', 'eccli prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal']",1357536.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357536'],1,0,0
"['initiale historiee', 'lettre m', 'eccli prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal']",1357538.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357538'],1,0,0
"['initiale historiee', 'lettre e', 'reg3 08, 22-31 texte', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357539.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357539'],1,0,0
"['initiale historiee', 'lettre n', 'is prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal']",1357542.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357542'],1,0,0
"['initiale historiee', 'lettre u', 'is texte', 'figure biblique', 'isaie', 'auteur', 'en buste', 'de trois-quarts', 'barbe', 'aureole']",1357541.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",isaie,['prophet'],['1357541'],0,1,0
"['initiale historiee', 'lettre i', 'jer prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal', 'livre']",1357543.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357543'],1,0,0
"['initiale historiee', 'lettre i', 'jer prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal', 'livre', 'main couverte']",1357544.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357544'],1,0,0
"['initiale historiee', 'lettre j', 'lettre h', 'jer prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357546.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357546'],1,0,0
"['initiale historiee', 'lettre u', 'jer texte', 'figure biblique', 'jeremie', 'auteur', 'en buste', 'de trois-quarts', 'barbe']",1357547.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",jeremie,['prophet'],['1357547'],0,1,0
"['initiale historiee', 'lettre l', 'lettre e', 'bar prol texte', 'bar texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal', 'dieu biblique', 'en buste', 'aureole crucifere']",1357551.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome - dieu,['saint'],['1357551'],1,0,0
"['initiale historiee', 'lettre l', 'lettre e', 'bar prol texte', 'bar texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal', 'dieu biblique', 'en buste', 'aureole crucifere']",1357549.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome - dieu,['saint'],['1357549'],1,0,0
"['initiale historiee', 'lettre p', 'bar 6, 01', 'figure biblique', 'jeremie', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357552.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",jeremie (a preciser),['prophet'],['1357552'],0,1,0
"['initiale historiee', 'lettre p', 'bar 6, 01', 'figure biblique', 'jeremie', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357553.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",jeremie (a preciser),['prophet'],['1357553'],0,1,0
"['initiale historiee', 'lettre e', 'ez prol texte', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357554.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357554'],1,0,0
"['initiale historiee', 'lettre e', 'ez texte', 'figure biblique', 'ezechiel', 'en buste', 'de trois-quarts', 'barbe']",1357555.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",ezechiel,['prophet'],['1357555'],0,1,0
"['initiale historiee', 'lettre d', 'dan prol texte', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357434.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357434'],1,0,0
"['initiale historiee', 'lettre d', 'dan prol texte', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357433.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357433'],1,0,0
"['initiale historiee', 'lettre n', 'proph min prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal']",1357437.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357437'],1,0,0
"['initiale historiee', 'lettre u', 'os texte', 'figure biblique', 'osee', 'en buste', 'de trois-quarts']",1357439.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",osee,['prophet'],['1357439'],0,1,0
"['initiale historiee', 'lettre u', 'jo texte', 'figure biblique', 'joel', 'en buste', 'de trois-quarts']",1357441.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",joel,['prophet'],['1357441'],0,1,0
"['initiale historiee', 'lettre u', 'jo texte', 'figure biblique', 'joel', 'en buste', 'de trois-quarts']",1357440.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",joel,['prophet'],['1357440'],0,1,0
"['initiale historiee', 'lettre o', 'am prol texte', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal', 'capuchon', 'froc']",1357443.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357443'],1,0,0
"['initiale historiee', 'lettre u', 'am texte', 'figure biblique', 'amos', 'en buste', 'de trois-quarts', 'barbe']",1357444.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",amos,['prophet'],['1357444'],0,1,0
"['initiale historiee', 'lettre n', 'nah prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal']",1357452.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357452'],1,0,0
"['initiale historiee', 'lettre a', 'hab prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal', 'froc']",1357455.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357455'],1,0,0
"['initiale historiee', 'lettre a', 'lettre o', 'hab prol texte', 'hab texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal', 'froc', 'figure biblique', 'habacuc', 'en buste']",1357456.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome - habacuc,['saint'],['1357456'],1,0,0
"['initiale historiee', 'lettre t', 'soph prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal']",1357558.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357558'],1,0,0
"['initiale historiee', 'lettre t', 'soph prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal']",1357557.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357557'],1,0,0
"['initiale historiee', 'lettre u', 'soph texte', 'figure biblique', 'sophonie', 'en buste', 'de trois-quarts', 'barbe']",1357560.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",sophonie,['prophet'],['1357560'],0,1,0
"['initiale historiee', 'lettre u', 'soph texte', 'figure biblique', 'sophonie', 'en buste', 'de trois-quarts', 'barbe']",1357561.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",sophonie,['prophet'],['1357561'],0,1,0
"['initiale historiee', 'lettre a', 'agg prol texte', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal', 'froc']",1357562.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357562'],1,0,0
"['initiale historiee', 'lettre i', 'agg texte', 'figure biblique', 'aggee', 'a mi-corps', 'de trois-quarts', 'geste des deux mains', 'index et pouce pointes', 'chauve', 'barbe', 'manteau', 'drape']",1357564.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",aggee,['prophet'],['1357564'],0,1,0
"['initiale historiee', 'lettre z', 'zach prol texte', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal', 'froc', 'lambrequin']",1357565.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357565'],1,0,0
"['initiale historiee', 'lettre i', 'zach texte', 'figure biblique', 'zacharie', 'a mi-corps', 'de trois-quarts', 'geste des deux mains', 'barbe', 'tunique', 'manteau', 'drape']",1357567.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",zacharie,['prophet'],['1357567'],0,1,0
"['initiale historiee', 'lettre d', 'mal prol texte', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357568.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357568'],1,0,0
"['initiale historiee', 'lettre d', 'mal prol texte', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357569.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357569'],1,0,0
"['initiale historiee', 'lettre m', 'mach prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal', 'froc']",1357572.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357572'],1,0,0
"['initiale historiee', 'lettre m', 'mach prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal', 'froc']",1357571.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357571'],1,0,0
"['initiale historiee', 'lettre b', 'ev prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'mitre']",1357578.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357578'],1,0,0
"['initiale historiee', 'lettre b', 'ev prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'mitre']",1357577.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357577'],1,0,0
"['initiale historiee', 'lettre i', 'marc texte', 'saint marc', 'auteur', 'represente en', 'pretre', 'tonsure', 'aube', 'chasuble', 'benissant', 'livre']",1357463.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint marc,['saint'],['1357463'],1,0,0
"['initiale historiee', 'lettre i', 'marc texte', 'saint marc', 'auteur', 'represente en', 'pretre', 'tonsure', 'aube', 'chasuble', 'benissant', 'livre']",1357462.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint marc,['saint'],['1357462'],1,0,0
"['initiale historiee', 'lettre q', 'luc prol', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357465.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357465'],1,0,0
"['initiale historiee', 'lettre q', 'luc prol', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357464.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357464'],1,0,0
"['initiale historiee', 'lettre f', 'luc texte', 'boeuf de saint luc', 'aureole', 'aile', 'livre']",1357467.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",boeuf de saint luc,['saint'],['1357467'],1,0,0
"['initiale historiee', 'lettre f', 'luc texte', 'boeuf de saint luc', 'aureole', 'aile', 'livre']",1357466.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",boeuf de saint luc,['saint'],['1357466'],1,0,0
"['initiale historiee', 'lettre i', 'joh texte', 'saint jean', 'auteur', 'ecriture', 'assis', 'de trois-quarts', 'chauve', 'barbe', 'manteau', 'livre ouvert', 'drape']",1357469.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jean ecrivant,['saint'],['1357469'],1,0,0
"['initiale historiee', 'lettre i', 'joh texte', 'saint jean', 'auteur', 'ecriture', 'assis', 'de trois-quarts', 'chauve', 'barbe', 'manteau', 'livre ouvert', 'drape']",1357468.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jean ecrivant,['saint'],['1357468'],1,0,0
"['initiale historiee', 'lettre o', 'rom prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal', 'capuchon']",1357471.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357471'],1,0,0
"['initiale historiee', 'lettre o', 'rom prol texte', 'figure', 'saint jerome', 'auteur', 'a mi-corps', 'de trois-quarts', 'chapeau de cardinal', 'capuchon']",1357470.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357470'],1,0,0
"['initiale historiee', 'lettre p', 'rom texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau', 'epee', 'attribut']",1357477.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357477'],1,0,0
"['initiale historiee', 'lettre p', 'rom texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau', 'epee', 'attribut']",1357478.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357478'],1,0,0
"['initiale historiee', 'lettre p', 'cor1 texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau', 'epee', 'attribut', 'prolongement marginal']",1357480.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357480'],1,0,0
"['initiale historiee', 'lettre p', 'cor1 texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau', 'epee', 'attribut', 'prolongement marginal']",1357479.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357479'],1,0,0
"['initiale historiee', 'lettre p', 'cor2 texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau']",1357482.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357482'],1,0,0
"['initiale historiee', 'lettre p', 'cor2 texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau']",1357481.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357481'],1,0,0
"['initiale historiee', 'lettre p', 'gal texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau', 'epee', 'attribut']",1357484.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357484'],1,0,0
"['initiale historiee', 'lettre p', 'gal texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau', 'epee', 'attribut']",1357483.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357483'],1,0,0
"['initiale historiee', 'lettre p', 'eph texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau', 'prolongement marginal']",1357486.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357486'],1,0,0
"['initiale historiee', 'lettre p', 'eph texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau', 'prolongement marginal']",1357485.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357485'],1,0,0
"['initiale historiee', 'lettre p', 'phil prol texte', 'figure', 'saint jerome', 'auteur', 'en buste', 'de trois-quarts', 'chapeau de cardinal']",1357488.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint jerome,['saint'],['1357488'],1,0,0
"['initiale historiee', 'lettre p', 'phil texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'manteau', 'livre', 'epee', 'attribut']",1357489.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357489'],1,0,0
"['initiale historiee', 'lettre p', 'col texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'attribut', 'epee', 'manteau']",1357491.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357491'],1,0,0
"['initiale historiee', 'lettre p', 'col texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'attribut', 'epee', 'manteau']",1357490.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357490'],1,0,0
"['initiale historiee', 'lettre p', 'thess1 texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'attribut', 'epee', 'tunique', 'manteau']",1357493.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357493'],1,0,0
"['initiale historiee', 'lettre p', 'thess1 texte', 'saint paul', 'auteur', 'a mi-corps', 'de trois-quarts', 'attribut', 'epee', 'tunique', 'manteau']",1357492.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357492'],1,0,0
"['initiale historiee', 'lettre p', 'thess2 texte', 'saint paul', 'auteur', 'en buste', 'de trois-quarts', 'manteau']",1357495.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357495'],1,0,0
"['initiale historiee', 'lettre p', 'thess2 texte', 'saint paul', 'auteur', 'en buste', 'de trois-quarts', 'manteau']",1357494.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357494'],1,0,0
"['initiale historiee', 'lettre p', 'tim1 texte', 'saint paul', 'a mi-corps', 'de trois-quarts']",1357497.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357497'],1,0,0
"['initiale historiee', 'lettre p', 'tim1 texte', 'saint paul', 'a mi-corps', 'de trois-quarts']",1357496.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357496'],1,0,0
"['initiale historiee', 'lettre p', 'tim2 texte', 'saint paul', 'auteur', 'en buste', 'de trois-quarts']",1357499.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357499'],1,0,0
"['initiale historiee', 'lettre p', 'tim2 texte', 'saint paul', 'auteur', 'en buste', 'de trois-quarts']",1357498.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357498'],1,0,0
"['initiale historiee', 'lettre p', 'tit texte', 'saint paul', 'auteur', 'en buste', 'de trois-quarts', 'barbe']",1357501.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357501'],1,0,0
"['initiale historiee', 'lettre p', 'tit texte', 'saint paul', 'auteur', 'en buste', 'de trois-quarts', 'barbe']",1357500.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357500'],1,0,0
"['initiale historiee', 'lettre p', 'philem texte', 'saint paul', 'auteur', 'en buste', 'de trois-quarts']",1357502.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357502'],1,0,0
"['initiale historiee', 'lettre p', 'philem texte', 'saint paul', 'auteur', 'en buste', 'de trois-quarts']",1357504.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357504'],1,0,0
"['initiale historiee', 'lettre p', 'laud texte', 'saint paul', 'auteur', 'en buste', 'de trois-quarts', 'baguette']",1357505.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1177",saint paul,['saint'],['1357505'],1,0,0
